Step,Update,Next Update Number,Next Update,Method,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Gradient Dot Product,Retain Gradient Norm,Forget Gradient Norm,Cosine Similarity,Mean 1 Probability,1 - Mean 1 Probability,Time,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,1 - Fraction
52,UNO,53.0,UNO,UNO,84493.890625,2116.83203125,0.9728220105171204,0.00011563927546376362,42089.48046875,-24818228.0,43936.72265625,52527.95703125,-0.01075357012450695,0.054862864315509796,0.9451371431350708,0.016929582983721048,0.0625,0.0390625,0.1171875,0.1171875,0.125,0.015625,0.0703125,0.0703125,0.328125,0.0546875,0.9609375
53,UNO,54.0,UNO,UNO,83837.8515625,2117.244873046875,0.9565523862838745,8.896930376067758e-05,41620.14453125,21399092.0,43257.1953125,52446.515625,0.009432354010641575,0.053769078105688095,0.946230947971344,0.016800332989078015,0.0625,0.0390625,0.109375,0.125,0.125,0.015625,0.0703125,0.0703125,0.328125,0.0546875,0.9609375
54,UNO,55.0,UNO,UNO,83077.53125,2117.47802734375,0.9403811097145081,1.3359106105781393e-06,41154.94921875,2633476.0,43888.95703125,51913.96484375,0.0011558160185813904,0.05269565433263779,0.947304368019104,0.014644583978224546,0.0625,0.03125,0.109375,0.1328125,0.125,0.015625,0.0703125,0.0703125,0.3203125,0.0625,0.96875
55,UNO,56.0,UNO,UNO,82551.4765625,2117.626953125,0.9246422052383423,6.241111987037584e-05,40836.34765625,-17099000.0,41295.4140625,52412.91796875,-0.007900070399045944,0.05165788158774376,0.9483421444892883,0.014384666981641203,0.0703125,0.0390625,0.109375,0.1171875,0.125,0.015625,0.0703125,0.0703125,0.3203125,0.0625,0.9609375
56,UNO,57.0,UNO,UNO,81676.671875,2117.81689453125,0.9095486402511597,7.863064820412546e-05,40235.3203125,-16501400.0,36146.765625,51482.00390625,-0.00886739231646061,0.050659820437431335,0.9493401646614075,0.015568417002214119,0.0703125,0.0390625,0.109375,0.1171875,0.125,0.015625,0.0703125,0.0703125,0.3203125,0.0625,0.9609375
57,UNO,58.0,UNO,UNO,80828.6796875,2118.13916015625,0.8949956893920898,1.6342279195669107e-05,39471.6328125,-7742212.0,37160.015625,51538.5703125,-0.0040425583720207214,0.049694690853357315,0.9503052830696106,0.014587124984245747,0.0703125,0.0390625,0.109375,0.1171875,0.125,0.015625,0.0703125,0.0703125,0.3203125,0.0625,0.9609375
58,UNO,59.0,UNO,UNO,80624.4609375,2118.2841796875,0.8810327649116516,0.00017219348228536546,39556.07421875,-24432544.0,36141.34765625,51517.64453125,-0.013122251257300377,0.04876846820116043,0.9512315392494202,0.014363542024511844,0.0703125,0.0390625,0.109375,0.109375,0.125,0.015625,0.0703125,0.0703125,0.328125,0.0625,0.9609375
59,UNO,60.0,UNO,UNO,80052.9453125,2118.44384765625,0.8674596548080444,4.084252577740699e-05,38927.7578125,11977704.0,36913.765625,50772.51953125,0.0063908156007528305,0.04786800593137741,0.952131986618042,0.014271207997808233,0.0703125,0.0390625,0.109375,0.109375,0.125,0.015625,0.0703125,0.0625,0.328125,0.0703125,0.9609375
60,UNO,61.0,UNO,UNO,79330.1875,2118.390625,0.8540099859237671,5.9875226725125685e-05,38414.51171875,13339184.0,33638.1171875,51247.6171875,0.007737908512353897,0.04698028415441513,0.9530197381973267,0.01716558402404189,0.0703125,0.046875,0.109375,0.109375,0.1328125,0.015625,0.0703125,0.0625,0.3125,0.0703125,0.953125
61,UNO,62.0,UNO,UNO,78761.75,2118.06591796875,0.841020405292511,0.00017515989020466805,38106.3515625,22421198.0,33244.78125,50958.671875,0.013234797865152359,0.046125732362270355,0.9538742899894714,0.01905129200895317,0.0703125,0.046875,0.109375,0.109375,0.1328125,0.0078125,0.0703125,0.0546875,0.3125,0.0859375,0.953125
62,UNO,63.0,UNO,UNO,78355.46875,2117.54248046875,0.8286134004592896,4.186055946320266e-08,37694.26953125,-345868.0,33338.2890625,50705.95703125,-0.000204598531126976,0.04531228542327881,0.9546877145767212,0.019459917006315663,0.0703125,0.0390625,0.109375,0.109375,0.1328125,0.0078125,0.0703125,0.0546875,0.3125,0.09375,0.9609375
63,UNO,64.0,UNO,UNO,77716.203125,2116.9755859375,0.8168241381645203,0.00039829459274187684,37805.453125,-33968168.0,33458.4453125,50870.26171875,-0.019957318902015686,0.04453744739294052,0.9554625749588013,0.01893429202027619,0.0703125,0.0390625,0.109375,0.109375,0.1328125,0.0078125,0.0625,0.0546875,0.3203125,0.09375,0.9609375
64,UNO,65.0,UNO,UNO,77243.171875,2116.796630859375,0.8055539131164551,0.00041351543040946126,37407.51171875,33351784.0,32155.5234375,51005.5859375,0.020335078239440918,0.04379136860370636,0.9562086462974548,0.017964208993362263,0.0703125,0.0390625,0.109375,0.1015625,0.1328125,0.0078125,0.0625,0.0546875,0.328125,0.09375,0.9609375
65,UNO,66.0,UNO,UNO,76582.0625,2115.945556640625,0.7946100234985352,1.2490759218053427e-06,36589.65625,-1688068.0,29406.720703125,51362.6015625,-0.0011176206171512604,0.04306984320282936,0.9569301605224609,0.01706266700057313,0.0703125,0.0390625,0.109375,0.1015625,0.140625,0.0078125,0.0625,0.0546875,0.3203125,0.09375,0.9609375
66,UNO,67.0,UNO,UNO,76146.875,2115.108154296875,0.7842639088630676,0.0003915178240276873,36667.90234375,30180534.0,30093.353515625,50685.14453125,0.019786808639764786,0.042391348630189896,0.9576086401939392,0.019855040998663753,0.078125,0.0390625,0.1015625,0.1015625,0.140625,0.0078125,0.0625,0.0546875,0.3203125,0.09375,0.9609375
67,UNO,68.0,UNO,UNO,75759.3125,2113.9619140625,0.7747176885604858,0.00025613702018745244,36286.4609375,24600606.0,30023.890625,51196.78515625,0.016004281118512154,0.04176107794046402,0.9582388997077942,0.01833887500106357,0.0859375,0.0390625,0.1015625,0.1015625,0.140625,0.015625,0.0546875,0.046875,0.3125,0.1015625,0.9609375
68,UNO,69.0,UNO,UNO,75306.03125,2112.8720703125,0.7653635740280151,0.001297291717492044,37088.03125,-55344288.0,30428.517578125,50497.90234375,-0.03601793572306633,0.04114505648612976,0.9588549137115479,0.0192710840201471,0.0859375,0.0390625,0.1015625,0.109375,0.1328125,0.015625,0.0546875,0.046875,0.3046875,0.109375,0.9609375
69,UNO,70.0,UNO,UNO,74838.96875,2111.918701171875,0.7563452124595642,0.00029818087932653725,35786.80859375,-24967024.0,28810.400390625,50185.42578125,-0.01726791448891163,0.04054620489478111,0.959453821182251,0.018427165981847793,0.0859375,0.0390625,0.1015625,0.109375,0.1328125,0.015625,0.0625,0.046875,0.296875,0.109375,0.9609375
70,UNO,71.0,UNO,UNO,74622.828125,2111.08984375,0.7474892139434814,0.0012491866946220398,36489.90234375,-51083508.0,28696.84375,50365.47265625,-0.03534383326768875,0.03995621204376221,0.9600437879562378,0.017700707976473495,0.0859375,0.0390625,0.1015625,0.109375,0.1328125,0.015625,0.0625,0.0390625,0.296875,0.1171875,0.9609375
71,UNO,72.0,UNO,UNO,74217.328125,2110.9580078125,0.7388284802436829,0.001707475632429123,36620.6015625,59511056.0,28384.00390625,50739.55859375,0.041321612894535065,0.03938183933496475,0.9606181383132935,0.01609283298603259,0.0859375,0.0390625,0.1015625,0.109375,0.1328125,0.015625,0.0546875,0.0390625,0.3046875,0.1171875,0.9609375
72,UNO,73.0,UNO,UNO,74123.109375,2112.398193359375,0.7314867973327637,0.0005238068988546729,35272.69921875,31248206.0,26414.71875,51688.4609375,0.02288682758808136,0.03888460248708725,0.9611154198646545,0.017470708990003914,0.0859375,0.0390625,0.1015625,0.109375,0.1328125,0.015625,0.0546875,0.0390625,0.3046875,0.1171875,0.9609375
73,UNO,74.0,UNO,UNO,73642.3515625,2113.46923828125,0.7249325513839722,0.0002035226789303124,34706.74609375,19917890.0,27797.517578125,50226.28125,0.014266137033700943,0.0384402871131897,0.9615597128868103,0.01746283398824744,0.0859375,0.0234375,0.1015625,0.109375,0.1328125,0.015625,0.0546875,0.0390625,0.3203125,0.1171875,0.9765625
